frame,track_id,pred,conf,probs
437,2,assault,0.378,"[0.378, 0.326, 0.085, 0.21]"
438,2,assault,0.367,"[0.367, 0.334, 0.093, 0.206]"
439,2,assault,0.355,"[0.355, 0.343, 0.101, 0.201]"
440,2,falldown,0.352,"[0.341, 0.352, 0.111, 0.197]"
441,2,falldown,0.36,"[0.327, 0.36, 0.121, 0.192]"
442,2,falldown,0.366,"[0.313, 0.366, 0.133, 0.188]"
443,2,falldown,0.369,"[0.3, 0.369, 0.148, 0.183]"
444,2,falldown,0.369,"[0.289, 0.369, 0.164, 0.178]"
445,2,falldown,0.367,"[0.278, 0.367, 0.181, 0.174]"
446,2,falldown,0.364,"[0.269, 0.364, 0.196, 0.171]"
447,2,falldown,0.358,"[0.26, 0.358, 0.216, 0.167]"
448,2,불확실,0.347,"[0.253, 0.347, 0.237, 0.164]"
449,2,불확실,0.324,"[0.246, 0.324, 0.273, 0.156]"
450,2,불확실,0.332,"[0.262, 0.332, 0.268, 0.139]"
451,2,falldown,0.356,"[0.253, 0.356, 0.267, 0.124]"
452,2,falldown,0.364,"[0.233, 0.364, 0.293, 0.11]"
453,2,falldown,0.354,"[0.211, 0.354, 0.337, 0.097]"
454,2,intrusion,0.401,"[0.191, 0.324, 0.401, 0.084]"
455,2,intrusion,0.412,"[0.181, 0.33, 0.412, 0.078]"
456,2,intrusion,0.417,"[0.172, 0.338, 0.417, 0.074]"
457,2,intrusion,0.415,"[0.165, 0.348, 0.415, 0.071]"
458,2,intrusion,0.414,"[0.159, 0.358, 0.414, 0.069]"
459,2,intrusion,0.413,"[0.153, 0.367, 0.413, 0.067]"
460,2,intrusion,0.412,"[0.149, 0.374, 0.412, 0.065]"
461,2,intrusion,0.41,"[0.146, 0.38, 0.41, 0.064]"
462,2,intrusion,0.409,"[0.143, 0.385, 0.409, 0.063]"
463,2,intrusion,0.405,"[0.142, 0.39, 0.405, 0.063]"
464,2,intrusion,0.4,"[0.143, 0.395, 0.4, 0.063]"
465,2,falldown,0.4,"[0.145, 0.4, 0.391, 0.064]"
466,2,falldown,0.406,"[0.148, 0.406, 0.381, 0.065]"
467,2,falldown,0.411,"[0.154, 0.411, 0.368, 0.067]"
468,2,falldown,0.416,"[0.161, 0.416, 0.354, 0.069]"
